rec_id,uni_id,uni_name,dept_id,dept_name,description,rec_url,date_created,date_modified,user_rating,tags,rec_content
11,1,Loyola University Chicago,0,null,Career exploration home,https://www.luc.edu/career/exploration/,"Sept 6, 2027","July 16, 2025",,"career_exploration, career_research, career_community, graduate_students","Exploration
Career Exploration
Career Communities 
Career and Identity
Programs and Classes
Considering Graduate Education"
12,1,Loyola University Chicago,0,null,Career exploration,https://www.luc.edu/career/exploration/careerexploration/,"Sept 6, 2028","July 17, 2025",,"pathwayu, career_community, career_assessment","Career Exploration
How do you connect the dots that will lead to a fulfilling career? PathwayU is a career exploration tool to help you understand how your academic and career interests align. 

How to get started:
 
Log in to luc.pathwayu.com
Select “Join Now” to create your account. Please use your Loyola email address.
Start on the MyJourney page and take a career assessment or explore careers 
Based on your results, take the next step by joining a career community. LUC Career Communities will help you leverage key resources through every part of your career development. 

Specifically, a Career Community is a way for you to:

Connect with Career Services
Meet other students with similar interests, employers, and alumni
Learn about upcoming events related to your interests
Access resources related to your interests
Find internship/job postings related to your interests
Check out our list of 11 undergrad Career Communities"
13,1,Loyola University Chicago,0,null,Academic career exploration for PhD students,https://www.luc.edu/career/resources/theacademicjobsearchforaspiringfull-timefaculty/,"Sept 6, 2029","July 18, 2025",,"phd_students, faculty, research","The Academic Job Search for Aspiring Full-time Faculty


If you are a Ph.D. student and your goal is to secure an academic faculty position, it’s important to follow the process laid out by your current academic department and to consult with your department chair. Strategies for securing a position vary by discipline. For instance, if you are a student within the department of English, you can learn about the School’s recent placements and the recommended process. 

For most disciplines, published work is critical to getting hired. It’s also wise to network at conferences and serve on association committees while you are a student.  

Know that no matter your discipline of study, expect to: 

Apply a year prior to the position start date.
Balance your job application materials with completing your dissertation.
Prepare a curriculum vitae and cover letters.
Draft a statement of teaching and research (Source: Purdue Online Writing Lab)  
Organize additional materials, such as: course evaluations from your students, sample syllabi, transcripts, letters of recommendation (from your PI, dissertation advisor, professors) and writing samples.
You may be asked to prepare a presentation.
Polish your interviewing skills; check out Career Services’ BIG Interview platform which includes hundreds of specialized trainings. 
Interviewing Stages  
Be prepared for several stages of interviews if your application is being considered. Most likely, the first interview will be via video conference or phone. If you make the final stages, you will be invited to campus for a full day or two of interviews. You should also be prepared for a dinner meeting. 

Have a Plan 'B'
Landing a full-time position can be difficult and doesn’t always happen.

Give yourself a solid chance by staying in close communication with your department chair and remaining on top of hiring trends in your discipline. Monitor news publications, including Highered360, the Chronicle of Higher Education, and other trade publications for available positions. Analyze salary data and make sure you know how to negotiate your salary. Career Services can help you every step of the way. Make an appointment on Handshake.  "
14,1,Loyola University Chicago,0,null,Non-academic graduate career search,https://www.luc.edu/career/resources/thenon-academicgraduatestudentjobsearch/,"Sept 6, 2030","July 19, 2025",,"graduate_students, phd_students, masters_students, career_exploration, ","The Non-academic Graduate Student Job Search


Is a job outside of academia the right option for you? A graduate degree and the skills acquired in earning it can prove valuable beyond the ivory tower. As you gain transferable skills and reflect on your interests, you’ll find your master’s or doctoral degree can translate very to a wide range of industries.

For more career resources for graduate students, visit Funding for Graduate School and The Academic Job Search sections of our website.

FAQs
Make a Career Advising Appointment and Conduct Research
It's both exciting and daunthing to think about all the new options for your career path, so we encourage you to meet early on with a career advisor. In preparation, you may want to explore these self-guided tools.

Imagine PhD - Resource for humanities and social science graduate students to explore career options
My IDP - Resource for S.T.E.M. Ph.D candidates in early stages of exploring career paths outside of academic research
O*Net - career exploration by industry and job search analysis tools/salary data
Consider an internship or volunteer opportunity to gain new experience
Teaching courses and/or conducting research help you gain transferrable skills. In addition, interning or volunteering off-campus can add relevant experience to your resume in fields that might be new to you. You can find internship and volunteer opportunities on Handshake. Also consider applying for a micro-internship (paid projects) through the LUC Micro-Internship Program.

Learn how to market yourself for a job outside of academia
As part of your job search plan, you'll need to market yourself in the right way for the right opportunities. We recommend meeting with a career advisor for help with networking, interviewing, tips for your resume, cover letters, and LinkedIn profile.

LUC's Sample Application Materials, Guides for Interviewing and LinkedIn, and BIG Interview, our interviewing platform with hundreds of specialized trainings. 
Networking events and opportunities to connect with employers listed in Handshake
A list of transferable skills for Ph.D students created by the University of Michigan"
15,1,Loyola University Chicago,0,null,Funding for graduate school,https://www.luc.edu/career/resources/fundingforgraduateschool/,"Sept 6, 2031","July 20, 2025",,"graduate_school, funding, research, scholarships, grants","Funding for Graduate School


There are several ways to fund your graduate or professional education at Loyola University Chicago. Internal options include scholarships, grants, work-study, assistantships and fellowships. In addition, there are numerous external options available for students to obtain funding for their respective programs.  

Scholarships  
Loyola offers several scholarship opportunities to graduate and professional students, including: 

Graduate School Tuition Scholarship  
Quinlan School of Business Graduate Scholarships  
School of Law Merit Scholarships   
Grants  
While most of the grants that Loyola offers are available to only the undergraduate population, the TEACH grant is available to both graduate and undergraduate students who intend to teach full-time in high-need subject areas for at least four years at schools that serve students from low-income families.  

Federal Work-Study  
Graduate students eligible for federal work-study can work part-time on campus or at a community-based service organization. This program gives students the opportunity to gain relevant work experience in addition to financial support. 

Assistantships and Fellowships  
Assistantships are paid academic appointments made to a graduate student that involve work relating to your program, such as part-time teaching or academic research.  Assistant awards typically include a stipend, tuition scholarship and health insurance coverage. These awards are renewable.  NOTE:  LUC departments may use the generic term “Graduate Assistant” to describe work-study roles that are not necessarily fully funded “Assistantships”. 

Fellowships are paid academic awards that also provide stipends, tuition scholarships, and health insurance; however, most fellowships do not require service on the part of the student. Recipients of Loyola’s fellowships must adhere to the merit award policies in addition to the requirements of the fellowship.    

Loans  
As a Loyola student you have options when it comes to borrowing funds for your education including:  

Federal Student Loans: Loyola participates in a low-interest loan program to help students finance the cost of education. Students can work with the Financial Aid Office to obtain Federal Graduate Loans and Nursing Student Loans.  
Private Loans: Private loans allow students to borrow from banks or other financial institutions.   
External Resources  
Students are encouraged to seek outside funding to help cover graduate education costs. For more information, check out Loyola’s external funding resources page. While it is not an exhaustive list of funding options, it is a great place to start!  

For more information about funding your graduate education at Loyola, check out the following guides:  

Financing Graduate School Guide  
Graduate Student Financial Assistance  
For more career resources for graduate students, visit the Non-Academic Job Search and the Academic Job Search sections of our website.  "
16,1,Loyola University Chicago,1,School of Law,Career services for law students,,"Sept 6, 2032","July 21, 2025",,"law_students, counseling, resume_review, cover_letter_review, judicial_clerkships, speakers","Career Services
Your academic and professional development starts when you arrive and doesn't end at the classroom door or upon graduation.
Joining the Loyola community creates a lifelong connection crossing both personal and professional boundaries. Loyola alumni are over 12,000 strong and practice throughout the U.S. in government, public interest organizations, law firms, corporations, consulting firms, non-profits, and the judiciary. Many of our alumni live and work in the Chicago area and devote much of their time to mentoring our students while they attend law school.

91.2%
Employment rate 10 months after graduation
300+
Each year, more than 300 students participate in a live clinic or externship
10.8%
of graduates employed in Public Service
 

* For more information on employment data see our Consumer Information (ABA Required Disclosures)

Help for your Professional Transition
Loyola’s Office of Career Services helps law students and alumni assess career goals, explore the many and varied applications of a legal education, and make the transition from school to a professional career or career enhancement through services such as:

Career Counseling
Interview Preparations
Resume and Cover Letter Review
Access to Job Fairs
Judicial Clerkship Information
On-line Job Postings and Career Resources
Speakers and Practice Area Panels
Career-Related Publications, Newspapers, and Websites
Learn more about the Office of Career Services."
17,1,Loyola University Chicago,0,null,"Consulting, hr, supply chain career community profile",https://www.luc.edu/career/exploration/careercommunities/consultinghrandsupplychaincareercommunityprofile/,"Sept 6, 2033","July 22, 2025",,"career_community, consulting, human_resources","Consulting, HR and Supply Chain Career Community Profile
Consulting, HR and Supply Chain Career Community
Opportunities in consulting, HR, and supply chain management are essential to the success of every industry. Consulting professionals offer strategic guidance and problem-solving expertise, HR specialists help drive and sustain organizational growth through talent management, and supply chain experts ensure smooth operations from production to delivery. Join the Consulting, HR, and Supply Chain career community to explore these dynamic fields, prepare for internships and jobs, connect with industry professionals, and gain confidence in your career choices. 

Sample Careers: There are many specialty areas in consulting, including management and strategy, finance, IT, HR, economics, healthcare, politics, supply chain, and marketing. Titles include analysts, associates, consultants, and managers. HR: HR Generalist, HR Coordinator, Recruiter, Training and Development Specialist, Employee Benefits Specialist, Business Human Resource Manager, Research & Development. Supply Chain: Logistics Coordinator, Procurement Specialist, Inventory Analyst, Operations Manager, Associate Analyst for Global Procurement  

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Katie Ramian (she/her) Contact: kramian@luc.edu 
Schedule a meeting in Handshake    
A little about Katie:

Best career advice you received or best advice for students
The best thing someone told me is: We're all on our own journey, so start by understanding yourself well enough to know how you find your answers. 

College major
Psychology, Concentration in Community Psychology

First job outside of college
Research Assistant for Pediatric Epidemiology. As part of a team working to find the prevalence rate of Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS), I assessed the degree to which child, parent, and doctor symptomology reports agreed with one another (i.e., inter-rater reliability), conducted mental health assessments, and served as a liaison for physicians and hospital staff, research staff, and study participants. 

  

Ready to join the Consulting, HR and Supply Chain community? Log in to your Handshake account and follow these simple steps! "
18,1,Loyola University Chicago,0,null,Finance and accounting career community profile,https://www.luc.edu/career/exploration/careercommunities/financeaccountingcareercommunityprofile/,"Sept 6, 2034","July 23, 2025",,"career_community, finance, accounting, business_career, government_career, career_advisor","Accounting Career Community Profile
Finance & Accounting Career Community Profile
Finance and Accounting Career Community
Major financial institutions and accounting firms tend to dominate most people’s thoughts when they consider careers in finance and accounting, but a career in either offers diverse opportunities. All businesses are subject to financial reporting, compliance, and benefit from financial planning. Government agencies at the federal, state and local levels (including the IRS and SEC) employ finance and accounting professionals. Large nonprofits including universities, as well as healthcare providers, manufacturers, and technology companies also employ accounting and finance professionals. 

Sample Careers: General Accountant, Auditor, Tax Accountant, Compliance Professionals, Forensic Accountant, Actuary, and Management Accountant. Financial Analyst, Financial Advisor, Investment Banker; Commercial Banker; Financial Controller; Risk Analyst/Manager, Wealth Manager and Trader. 

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Al Knowles (he/him) Contact: aknowles2@luc.edu 
Schedule a meeting in Handshake    
A little about Al:

Best career advice you received or best advice for students
The most influential variable in your career satisfaction and success is yourself. Take the time to understand yourself and revisit that understanding often. What are your most pronounced strengths? What motivates you? What are your needs? What environments do you thrive in? What tasks do you tend to enjoy? What kind of people do you enjoy working with/being around? Leverage that understanding of yourself to identify careers with employers that are best suited to you (and you to them). When this is done right, our job satisfaction and success should trend up and to the right as we grow our understanding of ourselves and the kinds of roles that suit us best. 

College major
English Literature (B.A.) and Organizational Communication (M.S.)

First job outside of college
Client Relationship Manager for a small wealth management and venture capital firm. 

  

Ready to join the Finance and Accounting community? Log in to your Handshake account and follow these simple steps! "
19,1,Loyola University Chicago,0,null,"Marketing, advertising and public relations career community profile",https://www.luc.edu/career/exploration/careercommunities/marketingadvertisingpublicrelationscareercommunityprofile/,"Sept 6, 2035","July 24, 2025",,"marketing, advertising, public_relations, advising, career_community","Marketing, Advertising & Public Relations Career Community Profile
Marketing, Advertising & Public Relations Career Community
The career communities I work with in our Biz and Tech team are Marketing, Advertising, & Public Relations. Within these career communities/industries, there is a wide range of opportunities that folks can consider trying out in forms of parallel gigs, internships, occupations, and volunteer work. From writing posts on social media to research & SEO, my career communities have a creative and significant spectrum of interesting and significant opportunities in all industries. 

Sample Careers: Art Director, Advertising Specialist, Account Executive, Brand Ambassador & Manager, Media Buyer, Business Owner/Freelancer/Entrepreneur, Digital Marketing Coordinator & Creative Director, Content Marketing Managers/Specialist, Copywriter/editor, Influencer & Social Media Marketer, Public Affairs, Marketing Communicator, Market Researcher and Analyst, SEO Specialist, Sports Agent 

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Edith Sanchez (she/her) Contact: esanchezsaenz@luc.edu 
Schedule a meeting in Handshake    
A little about Edith:

Best career advice you received or best advice for students
Career paths are not linear, if they are, stop… and see what’s going on.  
You must pause at times to just have coffee or tea.  
Things aren’t always easy, but they might be worth it.  
And great advice from great philosopher stated: “It is more fun to talk with someone who doesn’t use long, difficult words but rather short, easy words like, ‘What about lunch?’” 
—Winnie the Pooh 
College major
Spanish, minor in Psychology

First job outside of college
Bilingual Educational Assistant at a high school

  

Ready to join the Marketing, Advertising & Public Relations Career Community? Log in to your Handshake account and follow these simple steps! 

 "
20,1,Loyola University Chicago,0,null,"Technology, information systems and data science career community",https://www.luc.edu/career/exploration/careercommunities/technologyinformationsystemsdatasciencecareercommunity/,"Sept 6, 2036","July 25, 2025",,"technology_information, data_science, advising, career_community","Technology, Information Systems & Data Science  Career Community
Opportunities within Technology, Information Systems, and Data Science spaces infiltrate every industry. Technology touches nearly every space of our lives, and is fueled by software engineers, cybersecurity officers, and other IT pros to keep everything running. More than ever before, companies rely on data to drive their business decisions - and they need professionals to help analyze and interpret it. Join the Tech, Info Systems, and Data career community for help getting your start in this exciting new frontier.   

Sample Careers: Business Analyst, Cloud Engineer, Cybersecurity Analyst, Data Scientist, IT Support Specialist, Network and Systems Administrator, Project Manager, Software Developer/Engineer, UX/UI Designer.  

Check out Career Community Resources on Handshake

For a more comprehensive, customized list of potential careers, get started on PathwayU, our career exploration platform. Once all assessments have been completed, visit https://luc.pathwayu.com/career-matches to view your career matches by subject. 

Career Advisor: Erin Grafton (She/her) Contact: egrafton@luc.edu 
Schedule a meeting in Handshake    
A little about Erin:

Best career advice you received or best advice for students
Like most things in life, your career path probably won’t be linear – but that is okay. Try to enjoy the journey without focusing too much on the destination.    

 

 

 

 

College major
Psychology B.S. with a Minor in Women’s Studies, and a Masters in Counseling Psychology 

First job outside of college
 Qualified Mental Health Practitioner providing psychiatric rehabilitation to nursing home residents with severe mental illness.

  

Ready to join the Technology, Information Systems & Data Science  community? Log in to your Handshake account and follow these simple steps! "
