rec_id,uni_id,uni_name,dept_id,dept_name,description,rec_url,date_created,date_modified,user_rating,tags,rec_content
11,1,Illinois Institute of Technology,0,null,Students,https://www.iit.edu/career-services/students/internships/key-deadlines,,,,,"Key Deadlines - This section lists important deadlines for Experiential Learning (EL) by term. It covers continuing and new internship experiences for Fall 2025 (Aug‑Dec), Spring 2026 (Jan‑May), Summer 2026 (May‑Aug), Summer 2025 (May‑Aug), Spring 2025 (Jan‑May), and Fall 2024 (Aug‑Dec). Each term includes: EL application open dates on Handshake; Handshake submission deadlines; CPT form submission deadlines to guarantee start date; earliest start dates; final dates to begin working; and internship end windows.Fall 2025 (Aug 18–Dec 20): application opens July 7, Handshake deadlines July 16/28, CPT submission by Aug 7, earliest work start Aug 17/18, final start Sept 2, internship ends Dec 5–20.Spring 2026 (Jan 12–May 16): continuing apps open Oct 20, deadlines Nov 17/Dec 3, earliest work Jan 12/26, internship ends May 1–16.Summer 2026 (May 17–Aug 16): applications open Mar 16, CPT form due May 7, earliest start May 17/18, final start July 20, end Aug 16.Summer 2025 similar timeline (open Mar 17, CPT due May 7, etc.). August‑graduate timelines included.Spring 2025 and Fall 2024 deadlines follow parallel timelines.Students are advised to consult the Eligibility & Application Procedure pages and to attend walk‑in hours or schedule appointments for additional guidance. (iit.edu)"
12,1,Illinois Institute of Technology,0,null,Events,https://www.iit.edu/career-services/students/career-fairs,,,,,"Career Fairs - Career fairs are a great opportunity to meet representatives of companies looking to network and potentially hire talented employees—including Illinois Tech students and alumni. At career fairs you can also get insights from alumni who are back to network and recruit talented Scarlet Hawks for their companies. See our Events page or log into Handshake to see upcoming fairs and other recruitment events!## Upcoming Career Fairs:### Save the Date: Thursday, September 25th, 2025Student Registration will open in August 2025## Campus‑Wide Career Fairs at Illinois TechOur campus‑wide career fairs are held every Fall and Spring semester. We offer on‑campus fairs that are usually two days long and are separated by general industry groupings to allow for more companies to attend and make connections with more students and alumni. Virtual career fairs are also available each semester to expand our reach of employers.#### What can you do to prepare for career fairs?• Do your research. Browse the online space to become familiar with how it works. Review the participating employers and what types of jobs they have available. Go to company websites and social media pages to see if they've had any recent news releases. This will help you be more savvy and energized in the conversation and showcase why you're a good fit for the job.• Update your résumé and social media accounts. Make sure your current resume is uploaded to Handshake and Jobs Connected and has been approved by Career Services staff prior to the event. Make sure it's clear, concise, and up-to‑date. Have copies handy for you to refer to during interviews. Be sure to scrub your online profiles of any “unprofessional” posts or photos.• Make some notes. Save some time and prepare your introduction and pre‑write some questions in advance. (Ask about the company culture, upcoming changes, special projects, etc.)• Keep conversations focused and professional. Think of three main selling points about yourself. In most cases, you’ll only have a few minutes to promote yourself, so be ready to get to the point and impress the recruiters!• Dress professionally! Career Services has a Career Clothing Closet for all students. Contact Career Services for information if needed.## Chicago‑Area Career Fairs (Year‑Round)Students who take the initiative in their job search are more successful. In addition to using your existing network, see what networking and job fair events are taking place in your city and put yourself in front of the people who are hiring. Below are external websites that list a variety of job fair events by location.• U.S. Job Fair Directory• Eventbrite Career Fairs• Metro Chicago Jobs• Best Hire Career Fairs## Student Registration and Attendance• Students are encouraged to have a résumé that has been reviewed and approved by Career Services. While not a requirement every fair, a refined résumé makes a huge impression on employers and will give you better opportunities to land an interview!## PreparationSuccess is a direct result of preparation. Make sure you take time to prepare for your employer interactions at career fairs. Here are a few ways to prepare:• Update your résumé• Improve your LinkedIn profile• Research companies of interest• Prepare and rehearse a short introduction• Plan your professional wardrobe – Ask Career Services about the Career Clothing Closet## Virtual Career FairsVirtual career fairs are a great opportunity for students to participate in meaningful conversations with companies and learn about their culture, job requirements, and more. It’s an unintimidating way to pursue opportunities, learn about companies, network, and perfect an elevator pitch, all through short, easy, video‑based discussions.## Professional Image### Style GuidelinesProfessional dress is highly recommended for the campus‑wide career fair. Jeans, T‑shirts, casual shoes (sneakers), shorts, and hats* are discouraged, and we will certainly discuss with any student dressed inappropriately the negative impact that their dress will have on their chances of making a good impression with a company. (*We do not discriminate against headwear worn for religious or cultural identity.) For more details, see the Illinois Tech Career Fair Style Guide below or contact the Office of Campus Life.## Professional PortraitsCareer Services often invites a professional photographer to take professional portraits for students and alumni during the campus‑wide career fairs, free of charge. Career Services will notify career fair registrants of a signup sheet each semester to take advantage of this service. There are a limited amount of slots. Professional portraits can be accessed through the Career Services Department after the fair.## Student Organization Customized Career EventsCareer Services invites student organizations to partner with us! Our active collaboration will benefit your student organization by creating special connections with Career Services, Alumni Affairs, employers, graduate school representatives, and other professionals. We will work with your student leadership and membership to create a set of activities and opportunities to help your organization develop bridges and multiple pathways into the workplace with personalized workshops, opportunities to co‑sponsor events, and co‑host panels. We strongly encourage student groups to collaborate in their partnership with us throughout the year. Read more below, and submit a request to collaborate: Career Services Networking Request Form."
13,1,Illinois Institute of Technology,0,null,Events,https://www.iit.edu/career‑services/students/workshops‑and‑events,,,,,"Workshops and EventsEven with the abundance of online resources that will be an important part of your job search, don’t forget that you need great people skills in the workplace. We know that you’ll develop the necessary skills for jobs within your industry, but we want you to stand out in person as much as you will on paper. For this reason, we’ve put together a series of face‑to‑face workshops that can help you master the art of professional communication, small talk (yes, that’s actually important!), and other necessary business skills that you just can’t get from an app or a YouTube video.See upcoming events on our Events page and subscribe to our events calendar.## Events Regularly Held### WorkshopsCareer Services provides a wide variety of workshop programming designed to meet the needs of students at various points of their career development process. Career Services regularly hosts workshops on Fridays at lunchtime, and we are ready and willing to work with classrooms and student organizations to build out career development workshops. We also do end‑of‑semester workshops to prepare the newly graduated class for a successful job search.Read more on our workshop descriptions page, and view upcoming workshops on our calendar.### On‑Campus InterviewsOn‑campus interviews (OCIs) bring employers to campus to recruit. Companies may choose an open call session for candidates, or they can choose to pre‑select candidates to interview through Handshake. For this reason, make sure your résumé is frequently updated in the Handshake database, and have it reviewed by an industry professional or a Career Coach.### Career ConnectionsCareer Connections are networking events conducted during each fall and spring semester, often focused on a specific industry or academic department. These allow employers an opportunity to recruit students and alumni in a less structured setting for internships, co‑ops, and full‑time positions. Employers can bring up to three representatives to speak with potential candidates as well as to conduct on‑the‑spot interviews.## Engagement Opportunities for Student OrganizationsCareer Services invites student organizations to partner with us. Our active collaboration will benefit your student organization by creating special connections with Career Services, Alumni Affairs, employers, graduate school representatives, and other professionals. We will work with your student leadership and membership to create a set of activities and opportunities to help your organization develop bridges and multiple pathways into the workplace with personalized workshops, opportunities to co‑sponsor events, and co‑host panels. We strongly encourage student groups to collaborate in their partnership with us throughout the year.To request your Career Services student organization workshop, complete the Career Services Workshop Request form.## BenefitsCo‑sponsor and co‑create a Career Services event and/or to develop a specific event or workshop for your student organization, including:• Résumé and cover letters• Networking and relationship building• Utilizing LinkedIn• Mock interviews• Thirty‑second elevator pitch• Introduction to Handshake• Preparation for career fairs and Career Connections• Preparation for regional and national conferences• Employer contact referrals• Career coaching• Career exploration/assessment• Training: “The Two‑Hour Job Search”• Speak with employers, graduate school representatives, and other professional connections looking to serve as guest speakers• Receive special advance notice of events, workshops, and programming targeted to your group’s needs• Partner with Career Services to positively impact your interaction with employers• Connect your alumni to the Career Services team to further develop referrals for internships, co‑ops and full‑time positions## RequirementsYour student organization must be registered and in good standing with the Office of Campus LifeYou agree to promote Career Services’ events to your members, peer organizations if applicable, and alumni mentors, after which you must complete a follow‑up surveyYou provide contact information for at least two officers so we can reach you quickly with connections to employers and events## AccommodationsIf you need an accommodation for a disability in order to fully participate in any event, please contact the Center for Disability Resources at disabilities@illinoistech.edu or 312.567.5744. (iit.edu, iit.edu)"
14,1,Illinois Institute of Technology,0,null,Students,https://www.iit.edu/career-services/students/continuing-your-education,,,,,"Continuing Your EducationEach year many students at Illinois Tech decide to attend graduate or professional school as their next step post‑graduation. Career Services offers a wide range of resources to help students and alumni navigate the various stages of the graduate school process including offering workshops, individual coaching, and referrals. Explore the resources below and contact us at careerservices@illinoistech.edu to gain more information about how Illinois Tech can help you in your graduate school process.• Sign up for a coaching appointmentIn a coaching appointment with one of our Career Development Coaches, you can gain valuable insights into the graduate school process, while also receiving support on how to create strong application materials, prepare for interviews, and determine which programs work best for you.• Come to a Career Services EventMany graduate schools require interviews, personal statements, and recommendations to apply for entry. You can learn about these tools and more by attending one of our many Career Services events! Career Services hosts over 50‑plus programs a year on topics like networking, preparing for interviews, and other career development topics that can aid you in your graduate school process. Check out this page to register for upcoming events!• Consider your OptionsThe Office of Graduate Academic Affairs is another resource for students and alumni to review their academic program as they develop their plans for advanced study. Learn more about your options post‑graduation, including the numerous options Illinois Tech offers for graduate and professional programs.## Learn more…Illinois Tech welcomes you to join our community of people who discover, create, and solve. Apply today, visit us in Chicago, and contact us for more information.## Contact10 West 35th Street Chicago, IL 60616312.567.3000Contact Us"
15,1,Illinois Institute of Technology,0,null,Resources,https://www.iit.edu/career-services/career-resources,,,,,"Check out the IIT downloadable resume guide. That guide includes resume advice: Your résumé is a marketing tool, not just a job history. It should highlight your value, align with the job description, and be error-free and results-oriented. Layout and Formatting: Keep it to 1 page unless you have 5+ years of relevant experience. Use clear sections: Summary, Education, Skills, Experience, and optionally Honors/Volunteer. Set margins between 0.5–1”, font size 10–12 pt, and ensure consistent formatting. Avoid design elements that confuse ATS (Applicant Tracking Systems).  Contact Info: Include your full name, city/state, phone, email, and optional LinkedIn/GitHub. Do not place contact info in headers. Summary Section (Optional): Use if you're changing careers or need to clarify goals. Briefly summarize your degree, specialization, and career goal. Example: “Master of Chemical Engineering with lab and project experience. Specializing in petro-chemical process engineering. Seeking process engineer role at Acme Products Ltd.”  Education: List schools in reverse chronological order. Include full school name, location, degree earned, graduation date, and GPA if above 3.0. Optional: include relevant coursework.  Skills: Highlight technical, computer, and language skills. Leave out soft skills like communication or leadership. Only list what you're comfortable using on the job.  Experience: Include jobs, internships, projects, and volunteer work. Use action verbs and quantify results. Apply the PARS method (Problem, Action, Result, Skills). Tailor bullet points to the job description. Format projects like jobs with titles, dates, and impact statements.  Honors and Activities: Include service, leadership, and co-curricular roles that show your strengths and values.  Action Verbs: Use powerful verbs like developed, led, analyzed, implemented, coached, resolved, designed. Avoid weak language like “responsible for.”\n\nOverall Tip: Make your résumé readable by both humans and software. Focus on clarity, relevance, and results."
16,1,Illinois Institute of Technology,0,null,,,,,,,
17,1,Illinois Institute of Technology,0,null,,,,,,,
18,1,Illinois Institute of Technology,0,null,,,,,,,
19,1,Illinois Institute of Technology,0,null,,,,,,,
20,1,Illinois Institute of Technology,0,null,,,,,,,
21,1,Illinois Institute of Technology,0,null,,,,,,,
22,1,Illinois Institute of Technology,0,null,,,,,,,
23,1,Illinois Institute of Technology,0,null,,,,,,,
24,1,Illinois Institute of Technology,0,null,,,,,,,
25,1,Illinois Institute of Technology,0,null,,,,,,,
26,1,Illinois Institute of Technology,0,null,,,,,,,
27,1,Illinois Institute of Technology,0,null,,,,,,,
28,1,Illinois Institute of Technology,0,null,,,,,,,
29,1,Illinois Institute of Technology,0,null,,,,,,,
30,1,Illinois Institute of Technology,0,null,,,,,,,
31,1,Illinois Institute of Technology,0,null,,,,,,,
32,1,Illinois Institute of Technology,0,null,,,,,,,
33,1,Illinois Institute of Technology,0,null,,,,,,,
34,1,Illinois Institute of Technology,0,null,,,,,,,
35,1,Illinois Institute of Technology,0,null,,,,,,,
36,1,Illinois Institute of Technology,0,null,,,,,,,
37,1,Illinois Institute of Technology,0,null,,,,,,,
38,1,Illinois Institute of Technology,0,null,,,,,,,
39,1,Illinois Institute of Technology,0,null,,,,,,,
40,1,Illinois Institute of Technology,0,null,,,,,,,
41,1,Illinois Institute of Technology,0,null,,,,,,,
42,1,Illinois Institute of Technology,0,null,,,,,,,
43,1,Illinois Institute of Technology,0,null,,,,,,,
44,1,Illinois Institute of Technology,0,null,,,,,,,
45,1,Illinois Institute of Technology,0,null,,,,,,,
46,1,Illinois Institute of Technology,0,null,,,,,,,
47,1,Illinois Institute of Technology,0,null,,,,,,,
48,1,Illinois Institute of Technology,0,null,,,,,,,
49,1,Illinois Institute of Technology,0,null,,,,,,,
50,1,Illinois Institute of Technology,0,null,,,,,,,
51,1,Illinois Institute of Technology,0,null,,,,,,,
52,1,Illinois Institute of Technology,0,null,,,,,,,
53,1,Illinois Institute of Technology,0,null,,,,,,,
54,1,Illinois Institute of Technology,0,null,,,,,,,
55,1,Illinois Institute of Technology,0,null,,,,,,,
56,1,Illinois Institute of Technology,0,null,,,,,,,
57,1,Illinois Institute of Technology,0,null,,,,,,,
58,1,Illinois Institute of Technology,0,null,,,,,,,
59,1,Illinois Institute of Technology,0,null,,,,,,,
60,1,Illinois Institute of Technology,0,null,,,,,,,
61,1,Illinois Institute of Technology,0,null,,,,,,,
62,1,Illinois Institute of Technology,0,null,,,,,,,
63,1,Illinois Institute of Technology,0,null,,,,,,,
64,1,Illinois Institute of Technology,0,null,,,,,,,
65,1,Illinois Institute of Technology,0,null,,,,,,,
66,1,Illinois Institute of Technology,0,null,,,,,,,
67,1,Illinois Institute of Technology,0,null,,,,,,,
68,1,Illinois Institute of Technology,0,null,,,,,,,
69,1,Illinois Institute of Technology,0,null,,,,,,,
70,1,Illinois Institute of Technology,0,null,,,,,,,
71,1,Illinois Institute of Technology,0,null,,,,,,,
72,1,Illinois Institute of Technology,0,null,,,,,,,
73,1,Illinois Institute of Technology,0,null,,,,,,,
74,1,Illinois Institute of Technology,0,null,,,,,,,
75,1,Illinois Institute of Technology,0,null,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,✅ Summary of Key Resources,,,,,
,,,,,,,,,,,
,,,,,,Writing Your Cover Letter: Offers structure and strategy—from brand statement creation to body section evidence and strong closing.,,,,,
,,,,,,,,,,,
,,,,,,"Tailoring Your Cover Letter & Resume: Guides on keyword strategies, integrating keywords across documents, and differentiating your application.",,,,,
,,,,,,,,,,,
,,,,,,"Main Page Content: Sets expectation about the purpose of a cover letter, customization, narrative voice, and how to align closely with job requirements.",,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,"Would you like me to extract specific bullet examples or phrasing from these PDFs (e.g. sample brand statements, openers, or customization steps)? Or would you like this organized as a CSV or spreadsheet export? Just let me know!",,,,,
