rec_id,uni_id,uni_name,dept_id,dept_name,description,rec_url,date_created,date_modified,user_rating,tags,rec_content
12,1,Illinois Wesleyan,0,null,What Can I Do With This Major?,https://whatcanidowiththismajor.com/,,,,"career_exploration, career_research ","What Can I Do With This Major? features 100 major profiles with information on common career paths, types of employers that hire in the field, and strategies to maximize opportunities. Scroll to the bottom of each profile for links to professional associations, occupational outlook information, and job search resources."
13,1,Illinois Wesleyan,0,null,Focus 2 Career,https://www.focus2career.com/Portal/Login.cfm?SID=1326,,,,"career_exploration, career_research ","Focus 2 Career - A Career, Major, and Education Planning System. Explore a wide variety of career types including finance, consulting, marketing, journalism, healthcare, and technology just to name a few."
14,1,Illinois Wesleyan,0,null,Internships,https://www.iwu.edu/career-center/internships/,,,,Internships,"Includes how to receive academic credit for an internship, paid internship opportunities through Parker-Dewey, sharing your internship story, and internship FAQs"
15,1,Illinois Wesleyan,0,null,Internships,https://www.iwu.edu/career-center/internships/procedures-internship-credit-2021.pdf,,,,Internships,Procedures for receiving academic credit for internships
16,1,Illinois Wesleyan,0,null,Internships,https://0lsjt.mjt.lu/nl2/0lsjt/50i.html?m=AV4AAB7cN_oAAAAARAoAAAHw-MgAAAAANsEAAC_XABrUiQBiDovAu5EZXT-eTompZQcwSU-VlwAZ0Xk&b=2344b66e&e=539e2f59&x=lE-BtgfDm3uhSJj9DXsn-w,,,,Internships,Overview of paid internships through Parker-Dewey
17,1,Illinois Wesleyan,0,null,Internships,https://info.parkerdewey.com/student/iwu,,,,Internships,Search for an internship on Parker-Dewey
18,1,Illinois Wesleyan,0,null,Internships,https://docs.google.com/forms/d/e/1FAIpQLSctcHYx4wODvPiv8Ll95zjvhI8CbPEFE5jsloXjzHpjtd6--w/viewform,,,,Internships,Report out on your internship
19,1,Illinois Wesleyan,0,null,Internships,https://www.iwu.edu/career-center/internships/,,,,Internships,"Internship FAQ - includes how to find an internship, why intern, when to intern, where you can intern, how to get started, and how to prepare for the interview"
20,1,Illinois Wesleyan,0,null,Preparation,https://www.iwu.edu/career-center/students/resume-tips.pdf,,,,Resume,"Five page guide on how to create a resume, a list of action verbs, and example resumes"
21,1,Illinois Wesleyan,0,null,Preparation,https://www.iwu.edu/career-center/students/cover-letter-tips.pdf,,,,Cover_letter,Two page guide on how to create a cover letter and an example
22,1,Illinois Wesleyan,0,null,Preparation,https://support.joinhandshake.com/hc/en-us/articles/360050181133-Video-Driving-Profile-Completion-in-Handshake,,,,Handshake,Completing your profile in Handshake to help employers learn more about you
23,1,Illinois Wesleyan,0,null,Preparation,,,,,LinkedIn,"""Currently links to a training page for educators"""
24,1,Illinois Wesleyan,0,null,Preparation,https://www.thebalancemoney.com/elevator-speech-examples-and-writing-tips-2061976,,,,Elevator pitch,How to create an elevator pitch with examples
25,1,Illinois Wesleyan,0,null,Finance,https://www.iwu.edu/business-economics/academics/finance.html,,,,Finance_career,"Manage $5.3 million of Illinois Wesleyan University's endowment, present to industry professionals, and use the same tools as professionals, such as Bloomberg Terminals. Real-world experience is emphasized as you learn about the management of money, investments, financial institutions, and gain analytical preparation for careers in a wide variety of profit-seeking business and not-for-profit agencies. As a finance major at Illinois Wesleyan, you will take coursework that will prepare you for entry-level employment in the fields of finance, insurance, banking, investments and risk management. In addition, you'll hone your critical thinking, writing and presentation skills and develop the broad outlook employers and graduate schools demand and to prepare you for a life of continued learning."
26,1,Illinois Wesleyan,0,null,Finance,https://www.iwu.edu/business-economics/bloomberg-finance-lab.html,,,,Finance_career,"Greg Yess '82 Bloomberg Finance Lab - The Bloomberg Terminal - the gold standard in the finance industry - is a computer software system that provides finance professionals with real-time, state-of-the-art tools for research and analysis of markets, instruments and company data from around the world. Thanks to the genorosity of Greg Yess '82, students have access to 12 full-access Bloomberg Terminals in a classroom setting. A group of courses taught in the Greg Yess '82 Bloomberg Finance Lab provide opportunities for students to develop a real-world understanding of investing and trading through work utilizing the Bloomberg Terminals. As part of this group of courses, students get the unique opportunity to manage part of the University Endowment in a setting run as an institutional investment firm. With a portfolio of nearly $3 million today and long-term results equivalent to top 10% of professionally managed mutual funds, this student managed fund is one of the largest of its kind in the country. Students also have an opportunity to achieve Bloomberg Market Concepts certification, which in addition to their relevant coursework, provides a significant advantage for their internship and job prospects in the lucrative and highly competitive finance career paths."
27,1,Illinois Wesleyan,0,null,Finance,https://www.iwu.edu/business-economics/academics/finance.html,,,,Finance_career,"Portfolio Management - Students get the unique opportunity to manage $5.3 million of Illinois Wesleyan University's endowment through the Portfolio Management course. With a benchmark of the S&P 500, 15 students set out every semester to manage a portfolio of 20-25 stocks. Using Bloomberg Terminals, earnings reports, conference calls and a lot of time, students learn about the strategy, financials and valuation of each company in the portfolio. Student managers learn how to find new investment ideas and challenge existing holdings. With a solid grounding in fundamental analysis, students recommend buy and sell decisions to a client board of 12 alumni and friends of the university. The decisions each student makes has a lasting impact on the future of the university, as 5.25% of the portfolio is drawn every year to fund student scholarships."
28,1,Illinois Wesleyan,0,null,Accounting,https://www.iwu.edu/business-economics/academics/accounting.html,,,,"Finance_career, accounting","Accounting - Unlike most traditional four-year colleges” where students may face as much as an extra year of coursework to meet the 150 hours required to take the Certified Public Accountant (CPA) exam in most states” Illinois Wesleyan accounting students typically meet the requirement within four years. In recent years, Illinois Wesleyan accounting graduates have accepted positions with all of the major accounting firms and with leading corporations around the country. Corporate recruiters have often commented on how much they enjoy visiting the IWU campus because of the poise and preparation of the candidates in our accounting program. The winter internship program allows junior accounting majors to complete a full-time internship during the spring semester. Students work full-time for ten weeks at an accounting firm or business organization, then return to campus for six weeks of intensive study in two accounting courses: BUS 317 Special Topics in Financial Reporting and BUS 318 Accounting and Auditing Processes. Students will receive two course units of credit for the internship experience and two units of credit for the two accounting courses, thus retaining their full-time student status and allowing them to graduate in four years with 150 semester hours of credit. In Illinois and many other states, prospective CPAs must complete 150 hours of university course work. By taking a regular load of four courses each semester during their four years, IWU students can complete their degree requirements with an equivalent of 128 semester hours. To complete 150 hours within four years, students may decide to take the optional May Term program, schedule an occasional overload of five courses in a semester instead of four, or by earning off-campus credit through Advanced Placement credit or by taking courses in the summer. "
